0.11620 -26.08877 -20.30948 
0.11728 -26.23564 -20.88809 
0.11835 -26.65044 -21.37512 
0.11943 -27.27685 -21.74115 
0.12050 -27.96536 -22.01657 
0.12158 -28.55243 -22.24969 
0.12266 -28.91483 -22.45676 
0.12373 -29.00291 -22.60913 
0.12481 -28.86325 -22.65637 
0.12588 -28.62597 -22.55707 
0.12696 -28.42857 -22.29898 
0.12804 -28.30844 -21.91138 
0.12911 -28.15575 -21.46780 
0.13019 -27.79021 -21.06628 
0.13126 -27.11628 -20.78271 
0.13234 -26.22847 -20.62625 
0.13341 -25.37148 -20.53970 
0.13449 -24.78382 -20.45471 
0.13557 -24.55112 -20.35617 
0.13664 -24.57840 -20.29721 
0.13772 -24.68438 -20.34906 
0.13879 -24.72599 -20.53119 
0.13987 -24.65796 -20.78873 
0.14095 -24.50581 -21.03592 
0.14202 -24.30651 -21.22577 
0.14310 -24.08294 -21.38248 
0.14417 -23.86704 -21.57376 
0.14525 -23.72795 -21.85483 
0.14633 -23.75577 -22.23587 
0.14740 -24.00180 -22.69580 
0.14848 -24.43212 -23.21472 
0.14955 -24.94864 -23.78638 
0.15063 -25.46819 -24.39520 
0.15171 -25.98576 -24.98917 
0.15278 -26.55524 -25.48782 
0.15386 -27.19993 -25.82822 
0.15493 -27.84044 -26.00961 
0.15601 -28.31945 -26.09433 
0.15709 -28.51385 -26.16043 
0.15816 -28.44102 -26.25012 
0.15924 -28.26738 -26.35825 
0.16031 -28.21080 -26.46533 
0.16139 -28.41355 -26.57600 
0.16246 -28.87608 -26.72522 
0.16354 -29.48484 -26.94781 
0.16462 -30.09758 -27.24237 
0.16569 -30.62217 -27.56372 
0.16677 -31.04461 -27.84978 
0.16784 -31.40240 -28.06091 
0.16892 -31.73133 -28.20175 
0.17000 -32.02491 -28.30975 
0.17107 -32.23404 -28.41986 
0.17215 -32.30455 -28.52988 
0.17322 -32.21965 -28.59184 
0.17430 -32.00858 -28.53637 
0.17538 -31.71017 -28.30996 
0.17645 -31.32023 -27.89258 
0.17753 -30.76632 -27.27621 
0.17860 -29.92647 -26.41692 
0.17968 -28.66554 -25.19867 
0.18076 -26.84676 -23.44190 
0.18183 -24.30497 -20.95748 
0.18291 -20.81308 -17.61431 
0.18398 -16.09122 -13.38386 
0.18506 -9.88091 -8.34956 
0.18614 -2.06030 -2.69808 
0.18721 7.24731 3.28420 
0.18829 17.60841 9.20840 
0.18936 28.26905 14.60017 
0.19044 38.20241 18.96655 
0.19151 46.22933 21.91318 
0.19259 51.23253 23.27092 
0.19367 52.45564 23.16838 
0.19474 49.81636 22.00325 
0.19582 44.10569 20.31319 
0.19689 36.93980 18.59853 
0.19797 30.39964 17.17490 
0.19905 26.41915 16.12065 
0.20012 26.11391 15.33774 
0.20120 29.31567 14.68887 
0.20227 34.54680 14.13350 
0.20335 39.52123 13.78231 
0.20443 42.03592 13.82817 
0.20550 40.90777 14.38218 
0.20658 36.52475 15.31163 
0.20765 30.69565 16.20169 
0.20873 25.79075 16.51105 
0.20981 23.54271 15.87348 
0.21088 24.11800 14.37526 
0.21196 26.00017 12.60438 
0.21303 26.82350 11.37585 
0.21411 24.74707 11.24778 
0.21519 19.58916 12.12259 
0.21626 13.01454 13.22999 
0.21734 7.59979 13.57007 
0.21841 5.30028 12.57476 
0.21949 6.26179 10.54757 
0.22056 8.74931 8.53882 
0.22164 10.26632 7.68146 
0.22272 9.14899 8.41250 
0.22379 5.58267 10.13418 
0.22487 1.36834 11.59155 
0.22594 -1.37240 11.72919 
0.22702 -1.62554 10.41452 
0.22810 -0.04387 8.48891 
0.22917 1.70725 7.10510 
0.23025 2.26093 6.86146 
0.23132 1.50044 7.40569 
0.23240 0.46542 7.80441 
0.23348 0.37228 7.35281 
0.23455 1.58721 6.14414 
0.23563 3.36545 4.93375 
0.23670 4.49582 4.44099 
0.23778 4.25117 4.71085 
0.23886 2.85801 5.09058 
0.23993 1.17894 4.82538 
0.24101 -0.01339 3.73262 
0.24208 -0.51040 2.36089 
0.24316 -0.55758 1.51455 
0.24424 -0.40687 1.58766 
0.24531 -0.04711 2.29205 
0.24639 0.63545 2.97409 
0.24746 1.50565 3.18063 
0.24854 2.08187 2.95013 
0.24961 1.86005 2.61942 
0.25069 0.76490 2.40763 
0.25177 -0.72891 2.21185 
0.25284 -1.95530 1.78231 
0.25392 -2.57947 1.04639 
0.25499 -2.81175 0.22359 
0.25607 -3.14130 -0.37553 
0.25715 -3.86699 -0.63751 
0.25822 -4.85969 -0.72161 
0.25930 -5.72821 -0.86758 
0.26037 -6.17353 -1.15975 
0.26145 -6.18600 -1.48962 
0.26253 -5.95551 -1.72371 
0.26360 -5.65893 -1.86604 
0.26468 -5.35880 -2.03607 
0.26575 -5.06527 -2.30642 
0.26683 -4.82042 -2.59815 
0.26791 -4.67393 -2.75394 
0.26898 -4.58898 -2.70393 
0.27006 -4.42456 -2.54014 
0.27113 -4.05499 -2.42467 
0.27221 -3.51548 -2.43721 
0.27329 -3.01049 -2.51992 
0.27436 -2.75504 -2.55970 
0.27544 -2.79146 -2.50475 
0.27651 -2.95143 -2.39660 
0.27759 -2.99142 -2.30685 
0.27866 -2.77345 -2.26416 
0.27974 -2.34249 -2.24294 
0.28082 -1.86414 -2.20255 
0.28189 -1.50271 -2.11892 
0.28297 -1.33644 -1.98438 
0.28404 -1.34288 -1.80070 
0.28512 -1.42933 -1.58899 
0.28620 -1.47860 -1.39819 
0.28727 -1.39989 -1.28040 
0.28835 -1.17437 -1.24185 
0.28942 -0.86907 -1.22324 
0.29050 -0.59855 -1.14452 
0.29158 -0.45157 -0.98048 
0.29265 -0.43499 -0.79106 
0.29373 -0.47670 -0.66956 
0.29480 -0.48105 -0.65614 
0.29588 -0.39108 -0.70085 
0.29696 -0.21449 -0.71175 
0.29803 -0.00708 -0.63879 
0.29911 0.16336 -0.51275 
0.30018 0.24753 -0.40735 
0.30126 0.23038 -0.36845 
0.30234 0.13406 -0.37910 
0.30341 0.01017 -0.38733 
0.30449 -0.07959 -0.36073 
0.30556 -0.09043 -0.31245 
0.30664 -0.01691 -0.27821 
0.30771 0.10338 -0.27367 
0.30879 0.21019 -0.27691 
0.30987 0.25566 -0.25175 
0.31094 0.23293 -0.18626 
0.31202 0.17860 -0.10743 
0.31309 0.14518 -0.05795 
0.31417 0.16168 -0.05766 
0.31525 0.21198 -0.08678 
0.31632 0.24928 -0.10558 
0.31740 0.23599 -0.09042 
0.31847 0.17572 -0.05200 
0.31955 0.11003 -0.02052 
0.32063 0.08301 -0.01495 
0.32170 0.10547 -0.02672 
0.32278 0.14974 -0.03165 
0.32385 0.17721 -0.01517 
0.32493 0.17142 0.01484 
0.32601 0.14723 0.03866 
0.32708 0.13113 0.04462 
0.32816 0.13459 0.03806 
0.32923 0.14545 0.03168 
0.33031 0.14254 0.03030 
0.33139 0.11655 0.02564 
0.33246 0.07679 0.00548 
0.33354 0.03973 -0.03403 
0.33461 0.01283 -0.08530 
0.33569 -0.01003 -0.13701 
0.33676 -0.03852 -0.18346 
0.33784 -0.07271 -0.22701 
0.33892 -0.10045 -0.27265 
0.33999 -0.10781 -0.32188 
0.34107 -0.09257 -0.37117 
0.34214 -0.06800 -0.41537 
0.34322 -0.05365 -0.45174 
0.34430 -0.06134 -0.48122 
0.34537 -0.08817 -0.50748 
0.34645 -0.12135 -0.53459 
0.34752 -0.14931 -0.56490 
0.34860 -0.16919 -0.59724 
0.34968 -0.18512 -0.62676 
0.35075 -0.20056 -0.64741 
0.35183 -0.21269 -0.65565 
0.35290 -0.21398 -0.65324 
0.35398 -0.19918 -0.64597 
0.35506 -0.17122 -0.63900 
0.35613 -0.14072 -0.63322 
0.35721 -0.11993 -0.62583 
0.35828 -0.11584 -0.61428 
0.35936 -0.12764 -0.59956 
0.36044 -0.14933 -0.58546 
0.36151 -0.17437 -0.57452 
0.36259 -0.19879 -0.56487 
0.36366 -0.22166 -0.55166 
0.36474 -0.24399 -0.53104 
0.36581 -0.26766 -0.50350 
0.36689 -0.29475 -0.47325 
0.36797 -0.32655 -0.44463 
0.36904 -0.36243 -0.41904 
0.37012 -0.39935 -0.39501 
0.37119 -0.43316 -0.37044 
0.37227 -0.46098 -0.34472 
0.37335 -0.48318 -0.31916 
0.37442 -0.50337 -0.29564 
0.37550 -0.52660 -0.27560 
0.37657 -0.55689 -0.25968 
0.37765 -0.59554 -0.24831 
0.37873 -0.64043 -0.24166 
0.37980 -0.68633 -0.23935 
0.38088 -0.72638 -0.23988 
0.38195 -0.75473 -0.24079 
0.38303 -0.76940 -0.23931 
0.38411 -0.77367 -0.23331 
0.38518 -0.77431 -0.22203 
0.38626 -0.77744 -0.20633 
0.38733 -0.78458 -0.18827 
0.38841 -0.79169 -0.17014 
0.38949 -0.79182 -0.15320 
0.39056 -0.77936 -0.13711 
0.39164 -0.75293 -0.12005 
0.39271 -0.71555 -0.09973 
0.39379 -0.67258 -0.07468 
0.39486 -0.62946 -0.04498 
0.39594 -0.59029 -0.01224 
0.39702 -0.55738 0.02110 
0.39809 -0.53127 0.05254 
0.39917 -0.51102 0.08025 
0.40024 -0.49470 0.10344 
0.40132 -0.48016 0.12270 
0.40240 -0.46561 0.13976 
0.40347 -0.44961 0.15688 
0.40455 -0.43088 0.17611 
0.40562 -0.40816 0.19835 
0.40670 -0.38072 0.22322 
0.40778 -0.34908 0.24923 
0.40885 -0.31511 0.27440 
0.40993 -0.28132 0.29681 
0.41100 -0.24963 0.31551 
0.41208 -0.22039 0.33064 
0.41316 -0.19244 0.34367 
0.41423 -0.16392 0.35650 
0.41531 -0.13342 0.37063 
0.41638 -0.10054 0.38604 
0.41746 -0.06583 0.40109 
0.41854 -0.03039 0.41335 
0.41961 0.00470 0.42088 
0.42069 0.03860 0.42342 
0.42176 0.07088 0.42268 
0.42284 0.10160 0.42141 
0.42391 0.13126 0.42191 
0.42499 0.16084 0.42479 
0.42607 0.19137 0.42902 
0.42714 0.22357 0.43274 
0.42822 0.25752 0.43465 
0.42929 0.29266 0.43466 
0.43037 0.32824 0.43382 
0.43145 0.36382 0.43348 
0.43252 0.39958 0.43438 
0.43360 0.43610 0.43639 
0.43467 0.47385 0.43881 
0.43575 0.51263 0.44107 
0.43683 0.55139 0.44307 
0.43790 0.58849 0.44534 
0.43898 0.62232 0.44850 
0.44005 0.65179 0.45297 
0.44113 0.67655 0.45872 
0.44221 0.69699 0.46523 
0.44328 0.71395 0.47177 
0.44436 0.72843 0.47760 
0.44543 0.74133 0.48229 
0.44651 0.75321 0.48602 
0.44759 0.76417 0.48959 
0.44866 0.77398 0.49413 
0.44974 0.78233 0.50073 
0.45081 0.78918 0.50980 
0.45189 0.79495 0.52087 
0.45296 0.80034 0.53260 
0.45404 0.80585 0.54355 
0.45512 0.81143 0.55273 
0.45619 0.81635 0.55994 
0.45727 0.81957 0.56567 
0.45834 0.82032 0.57077 
0.45942 0.81851 0.57587 
0.46050 0.81474 0.58111 
0.46157 0.80995 0.58616 
0.46265 0.80486 0.59034 
0.46372 0.79971 0.59300 
0.46480 0.79425 0.59390 
0.46588 0.78797 0.59335 
0.46695 0.78043 0.59217 
0.46803 0.77148 0.59129 
0.46910 0.76134 0.59124 
0.47018 0.75051 0.59177 
0.47126 0.73968 0.59194 
0.47233 0.72949 0.59052 
0.47341 0.72026 0.58662 
0.47448 0.71191 0.58001 
0.47556 0.70397 0.57111 
0.47664 0.69580 0.56046 
0.47771 0.68700 0.54846 
0.47879 0.67760 0.53512 
0.47986 0.66803 0.52007 
0.48094 0.65889 0.50272 
0.48201 0.65058 0.48249 
0.48309 0.64314 0.45871 
0.48417 0.63624 0.43076 
0.48524 0.62945 0.39828 
0.48632 0.62251 0.36124 
0.48739 0.61541 0.32000 
0.48847 0.60829 0.27522 
0.48955 0.60127 0.22768 
0.49062 0.59424 0.17820 
0.49170 0.58682 0.12785 
0.49277 0.57850 0.07806 
0.49385 0.56881 0.03072 
0.49493 0.55752 -0.01237 
0.49600 0.54469 -0.04974 
0.49708 0.53050 -0.08070 
0.49815 0.51505 -0.10543 
0.49923 0.49817 -0.12483 
