 0.000000000E+00 1.782691032E-01
 4.166666622E-05 1.782687753E-01
 8.333333244E-05 1.782684624E-01
 1.250000059E-04 1.782681495E-01
 1.666666649E-04 1.782680601E-01
 2.083333384E-04 1.782678962E-01
 2.500000119E-04 1.782678068E-01
 2.916666563E-04 1.782677025E-01
 3.333333298E-04 1.782676876E-01
 3.750000033E-04 1.782677323E-01
 4.166666768E-04 1.782677323E-01
 4.583333211E-04 1.782677919E-01
 5.000000237E-04 1.782678813E-01
 5.416666390E-04 1.782678515E-01
 5.833333125E-04 1.782677770E-01
 6.249999860E-04 1.782676578E-01
 6.666666595E-04 1.782675236E-01
 7.083333330E-04 1.782673001E-01
 7.500000065E-04 1.782672107E-01
 7.916666800E-04 1.782670170E-01
 8.333333535E-04 1.782668382E-01
 8.750000270E-04 1.782667339E-01
 9.166666423E-04 1.782666147E-01
 9.583333158E-04 1.782665253E-01
 1.000000047E-03 1.782665551E-01
 1.041666721E-03 1.782666296E-01
 1.083333278E-03 1.782667339E-01
 1.124999952E-03 1.782667935E-01
 1.166666625E-03 1.782669872E-01
 1.208333299E-03 1.782671064E-01
 1.249999972E-03 1.782672703E-01
 1.291666646E-03 1.782674342E-01
 1.333333319E-03 1.782675982E-01
 1.374999993E-03 1.782675683E-01
 1.416666666E-03 1.782676280E-01
 1.458333340E-03 1.782676429E-01
 1.500000013E-03 1.782675683E-01
 1.541666687E-03 1.782675087E-01
 1.583333360E-03 1.782674044E-01
 1.625000034E-03 1.782671809E-01
 1.666666707E-03 1.782670915E-01
 1.708333381E-03 1.782669723E-01
 1.750000054E-03 1.782668680E-01
 1.791666611E-03 1.782666445E-01
 1.833333285E-03 1.782664061E-01
 1.874999958E-03 1.782661378E-01
 1.916666632E-03 1.782659441E-01
 1.958333421E-03 1.782656759E-01
 2.000000095E-03 1.782654226E-01
 2.041666768E-03 1.782650799E-01
 2.083333442E-03 1.782646179E-01
 2.125000115E-03 1.782642156E-01
 2.166666556E-03 1.782640070E-01
 2.208333230E-03 1.782637239E-01
 2.249999903E-03 1.782634258E-01
 2.291666577E-03 1.782631427E-01
 2.333333250E-03 1.782628745E-01
