 0.000000000E+000 -6.389726996E-001
 4.166666622E-005 -6.389743686E-001
 8.333333244E-005 -6.389762759E-001
 1.250000059E-004 -6.389779449E-001
 1.666666649E-004 -6.389799118E-001
 2.083333384E-004 -6.389814615E-001
 2.500000119E-004 -6.389828324E-001
 2.916666563E-004 -6.389840245E-001
 3.333333298E-004 -6.389852762E-001
 3.750000033E-004 -6.389862299E-001
 4.166666768E-004 -6.389871240E-001
 4.583333211E-004 -6.389874816E-001
 5.000000237E-004 -6.389878392E-001
 5.416666390E-004 -6.389877200E-001
 5.833333125E-004 -6.389877200E-001
 6.249999860E-004 -6.389874220E-001
 6.666666595E-004 -6.389876008E-001
 7.083333330E-004 -6.389876604E-001
 7.500000065E-004 -6.389880776E-001
 7.916666800E-004 -6.389883757E-001
 8.333333535E-004 -6.389890909E-001
 8.750000270E-004 -6.389896870E-001
 9.166666423E-004 -6.389908195E-001
 9.583333158E-004 -6.389917135E-001
 1.000000047E-003 -6.389927268E-001
 1.041666721E-003 -6.389934421E-001
 1.083333278E-003 -6.389942765E-001
 1.124999952E-003 -6.389948726E-001
 1.166666625E-003 -6.389955282E-001
 1.208333299E-003 -6.389959455E-001
 1.249999972E-003 -6.389963627E-001
 1.291666646E-003 -6.389964819E-001
 1.333333319E-003 -6.389964819E-001
 1.374999993E-003 -6.389960051E-001
 1.416666666E-003 -6.389955878E-001
 1.458333340E-003 -6.389946938E-001
 1.500000013E-003 -6.389940381E-001
 1.541666687E-003 -6.389932036E-001
 1.583333360E-003 -6.389927864E-001
 1.625000034E-003 -6.389922500E-001
 1.666666707E-003 -6.389922500E-001
 1.708333381E-003 -6.389921904E-001
 1.750000054E-003 -6.389927268E-001
 1.791666611E-003 -6.389932036E-001
 1.833333285E-003 -6.389938593E-001
 1.874999958E-003 -6.389945149E-001
 1.916666632E-003 -6.389952898E-001
 1.958333421E-003 -6.389957070E-001
 2.000000095E-003 -6.389960647E-001
 2.041666768E-003 -6.389960647E-001
 2.083333442E-003 -6.389960051E-001
 2.125000115E-003 -6.389953494E-001
 2.166666556E-003 -6.389945149E-001
 2.208333230E-003 -6.389931440E-001
 2.249999903E-003 -6.389920115E-001
 2.291666577E-003 -6.389906406E-001
 2.333333250E-003 -6.389893889E-001
 2.374999924E-003 -6.389879584E-001
 2.416666597E-003 -6.389870048E-001
 2.458333271E-003 -6.389859319E-001
 2.499999944E-003 -6.389852762E-001
 2.541666618E-003 -6.389844418E-001
 2.583333291E-003 -6.389841437E-001
 2.624999965E-003 -6.389837265E-001
 2.666666638E-003 -6.389836073E-001
 2.708333312E-003 -6.389832497E-001
 2.749999985E-003 -6.389831901E-001
 2.791666659E-003 -6.389827728E-001
 2.833333332E-003 -6.389821768E-001
 2.875000006E-003 -6.389812231E-001
 2.916666679E-003 -6.389803886E-001
 2.958333353E-003 -6.389790177E-001
 3.000000026E-003 -6.389773488E-001
 3.041666700E-003 -6.389753819E-001
 3.083333373E-003 -6.389739513E-001
 3.125000047E-003 -6.389723420E-001
 3.166666720E-003 -6.389707327E-001
 3.208333394E-003 -6.389691830E-001
 3.250000067E-003 -6.389683485E-001
 3.291666741E-003 -6.389673948E-001
